Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1,31,2000.0,6.39220951608993e-16,7.198837139337073e-13,Inf
1,32,2000.0,6.392214099645935e-16,7.194231577786804e-13,Inf
1,33,2000.0,6.392207764731883e-16,7.193587798313871e-13,Inf
1,34,2000.0,6.3922040215104e-16,7.190014586694303e-13,Inf
1,35,2000.0,6.392204491602837e-16,7.191083450050241e-13,Inf
1,36,2000.0,6.392191110475137e-16,7.192676820511472e-13,Inf
1,37,2000.0,6.392204930888047e-16,7.193009445905216e-13,Inf
1,38,2000.0,6.392214300265506e-16,7.193769956414825e-13,Inf
1,39,2000.0,6.39220327535754e-16,7.186967484807524e-13,Inf
1,40,2000.0,6.392200957740242e-16,7.194092187275081e-13,Inf
1,41,2000.0,6.392202654353109e-16,7.190624740531306e-13,Inf
1,42,2000.0,6.392204931309109e-16,7.186967565430473e-13,Inf
1,43,2000.0,6.392212815409663e-16,7.188996016716646e-13,Inf
1,44,2000.0,6.392209938190342e-16,7.189985539670652e-13,Inf
1,45,2000.0,6.392205695893798e-16,7.191239243520104e-13,Inf
1,46,2000.0,6.392210240788802e-16,7.18804971168347e-13,Inf
1,47,2000.0,3.196108514401172e-16,3.593484074829292e-13,Inf
1,48,2000.0,6.3922102768628435e-16,7.187428217867869e-13,Inf
1,49,2000.0,6.39221615885512e-16,7.180808512913209e-13,Inf
1,50,2000.0,6.392217249571316e-16,7.180210659523198e-13,Inf
1,51,2000.0,6.392213579709605e-16,7.186354064510086e-13,Inf
1,52,2000.0,6.392214348970409e-16,7.181891867077742e-13,Inf
1,53,2000.0,6.392212882497929e-16,7.184627864522075e-13,Inf
1,54,2000.0,6.3922119799582545e-16,7.18093610793845e-13,Inf
1,55,2000.0,6.392216393754421e-16,7.185040696511971e-13,Inf
1,56,2000.0,6.392214339231448e-16,7.189691226274689e-13,Inf
1,57,2000.0,6.3922150525061e-16,7.190015117919103e-13,Inf
1,58,2000.0,6.392217557473951e-16,7.184840077172188e-13,Inf
1,59,2000.0,6.392205075641625e-16,7.189268270468377e-13,Inf
1,60,2000.0,6.392220017701145e-16,7.186338339849134e-13,Inf
1,61,2000.0,6.392197733901749e-16,7.190035240341945e-13,Inf
1,62,2000.0,6.392218389610377e-16,7.184950133621903e-13,Inf
1,63,2000.0,3.196108514401172e-16,3.593484074829292e-13,Inf
1,64,2000.0,6.39220978832545e-16,7.183777179899056e-13,Inf
1,65,2000.0,6.392195796691606e-16,7.188608941413113e-13,Inf
1,66,2000.0,6.392220200069631e-16,7.18717389365216e-13,Inf
1,67,2000.0,6.39221943240018e-16,7.182124062183603e-13,Inf
1,68,2000.0,6.392215448629889e-16,7.181339085658309e-13,Inf
1,69,2000.0,6.392219244818397e-16,7.187699742966054e-13,Inf
1,70,2000.0,6.392200746881887e-16,7.189843998523812e-13,Inf
1,71,2000.0,6.392213667705588e-16,7.189074754829404e-13,Inf
1,72,2000.0,6.392212196352015e-16,7.186967918594878e-13,Inf
1,73,2000.0,6.392208823249427e-16,7.191947951681952e-13,Inf
1,74,2000.0,6.392221360433788e-16,7.187724296212998e-13,Inf
1,75,2000.0,6.392213933757448e-16,7.186968002725771e-13,Inf
1,76,2000.0,6.392202560650065e-16,7.188122190107007e-13,Inf
1,77,2000.0,6.392218857314774e-16,7.174157722574117e-13,Inf
1,78,2000.0,6.392208998318488e-16,7.190248591208454e-13,Inf
1,79,2000.0,6.392201786819169e-16,7.188609232683622e-13,Inf
1,80,2000.0,6.392210051007801e-16,7.17914780563153e-13,Inf
1,81,2000.0,6.392214756582033e-16,7.186374165234471e-13,Inf
1,82,2000.0,6.392221229911513e-16,7.179350827554003e-13,Inf
1,83,2000.0,6.392219503334553e-16,7.179350742170004e-13,Inf
1,84,2000.0,6.392220435722199e-16,7.179350787854207e-13,Inf
1,85,2000.0,6.392204026081502e-16,7.179349970393509e-13,Inf
1,86,2000.0,6.392220342437188e-16,7.179350783226505e-13,Inf
1,87,2000.0,6.392220061539092e-16,7.179350769400044e-13,Inf
1,88,2000.0,6.392216076950911e-16,7.179350575604026e-13,Inf
1,89,2000.0,6.392221848672297e-16,7.179350858004884e-13,Inf
1,90,2000.0,6.392218659096369e-16,7.179350701057403e-13,Inf
1,91,2000.0,6.392218386797236e-16,7.179350687821602e-13,Inf
1,92,2000.0,6.392217421693949e-16,7.179350641178019e-13,Inf
